orig_book_index	orig_chapter	orig_verse	text
41N	9	4	ואתחזיו להונ אליא ומושׁא כד ממללינ עמ ישׁוע ܀
41N	9	5	ואמר לה כאפא רבי שׁפיר הו לנ דהרכא נהוא ונעבד תלת מטלינ לכ חדא ולמושׁא חדא ולאליא חדא ܀
41N	9	6	לא דינ ידע הוא מנא אמר איתיהונ הוו גיר בדחלתא ܀
41N	9	7	והות עננא ומטלא הות עליהונ וקלא מנ עננא דאמר הנו ברי חביבא לה שׁמעו ܀
41N	9	8	ומנ שׁליא כד חרו תלמידא לאנשׁ לא חזו אלא לישׁוע בלחודוהי עמהונ ܀
41N	9	9	וכד נחתינ מנ טורא מפקד הוא להונ דלאנשׁ לא נאמרונ מדמ דחזו אלא אנ מא דקמ ברה דאנשׁא מנ מיתא ܀
41N	9	10	ואחדוה למלתא בנפשׁהונ ובעינ הוו דמנא הי הדא מלתא דמא דקמ מנ בית מיתא ܀
41N	9	11	ומשׁאלינ הוו לה ואמרינ מנא הכיל אמרינ ספרא דאליא ולא דנאתא לוקדמ ܀
41N	9	12	אמר להונ אליא אתא לוקדמ דכלמדמ נתקנ ואיכנא כתיב על ברה דאנשׁא דסגי נחשׁ ונסתלא ܀
41N	9	13	אלא אמר אנא לכונ דאפ אליא אתא ועבדו בה כל מא דצבו איכנא דכתיב עלוהי ܀
41N	9	14	וכד אתא לות תלמידא חזא לותהונ כנשׁא סגיאא וספרא כד דרשׁינ עמהונ ܀
41N	9	15	ובר שׁעתה כלה כנשׁא חזאוהי ותוהו ורהטו שׁאלו בשׁלמה ܀
41N	9	16	ומשׁאל הוא לספרא מנא דרשׁינ אנתונ עמהונ ܀
41N	9	17	וענא חד מנ כנשׁא ואמר מלפנא איתית ברי לותכ דאית לה רוחא דלא ממללא ܀
41N	9	18	ואיכא דמדרכא לה חבטא לה ומרעת ומחרק שׁנוהי ויבשׁ ואמרת לתלמידיכ דנפקוניהי ולא אשׁכחו ܀
41N	9	19	ענא ישׁוע ואמר לה אונ שׁרבתא דלא מהימנא עדמא לאמתי אהוא לותכונ ועדמא לאמתי אסיברכונ איתאוהי לותי ܀
41N	9	20	ואיתיוהי לותה וכד חזתה רוחא בר שׁעתה חבטתה ונפל על ארעא ומתבעק הוא ומרעת ܀
41N	9	21	ושׁאל ישׁוע לאבוהי דכמא לה זבנא הא מנ דהכנא הו אמר לה הא מנ טליותה ܀
41N	9	22	וזבנינ סגיאנ ארמיתה בנורא ובמיא דתובדיוהי אלא מדמ דמשׁכח אנת עדריני ואתרחמ עלי ܀
41N	9	23	אמר לה ישׁוע אנ משׁכח אנת דתהימנ כל מדמ משׁכח דנהוא למנ דמהימנ ܀
41N	9	24	ובר שׁעתה קעא אבוהי דטליא כד בכא ואמר מהימנ אנא מרי עדר לחסירות הימנותי ܀
41N	9	25	כד חזא דינ ישׁוע דרהט עמא ומתכנשׁ לותה כאא בהי רוחא טנפתא ואמר לה רוחא חרשׁתא דלא ממללא אנא פקד אנא לכי פוקי מנה ותוב לא תעלינ לה ܀
41N	9	26	וקעא שׁאדא הו סגי ושׁחקה ונפק והוא איכ מיתא איכ דסגיאא נאמרונ דמית לה ܀
41N	9	27	הו דינ ישׁוע אחדה באידה ואקימה ܀
41N	9	28	כד על דינ לביתא ישׁוע שׁאלוהי תלמידוהי בלחודיהונ למנא חננ לא אשׁכחנ למפקותה ܀
41N	9	29	אמר להונ הנא גנסא במדמ לא משׁכח למפק אלא בצומא ובצלותא ܀
41N	9	30	וכד נפק מנ תמנ עברינ הוו בגלילא ולא צבא הוא דאנשׁ נדע בה ܀
41N	9	31	מלפ הוא גיר לתלמידוהי ואמר להונ דברה דאנשׁא משׁתלמ באידי אנשׁא ונקטלוניהי ומא דאתקטל ביומא דתלתא נקומ ܀
41N	9	32	הנונ דינ לא ידעינ הוו לה למלתא ודחלינ הוו דנשׁאלוניהי ܀
41N	9	33	ואתו לכפרנחומ וכד עלו לביתא משׁאל הוא להונ דמנא מתחשׁבינ הויתונ באורחא בינתכונ ܀
41N	9	34	הנונ דינ שׁתיקינ הוו אתחריו הוו גיר באורחא חד עמ חד דמנו רב בהונ ܀
41N	9	35	ויתב ישׁוע וקרא לתרעסר ואמר להונ מנ דצבא דנהוא קדמיא נהוא אחריא דכל אנשׁ ומשׁמשׁנא דכל אנשׁ ܀
41N	9	36	ונסב טליא חד ואקימה במצעתא ושׁקלה על דרעוהי ואמר להונ ܀
41N	9	37	כל מנ דנקבל איכ הנא טליא בשׁמי לי הו מקבל ומנ דלי מקבל לא הוא לי מקבל אלא למנ דשׁדרני ܀
41N	9	38	אמר לה יוחננ רבי חזינ אנשׁ דמפק שׁאדא בשׁמכ וכליניהי על דלא נקפ לנ ܀
41N	9	39	אמר להונ ישׁוע לא תכלוניהי לית גיר אנשׁ דעבד חילא בשׁמי ומשׁכח עגל אמר עלי דבישׁ ܀
41N	9	40	מנ דלא הוא הכיל לוקבלכונ חלפיכונ הו ܀
41N	9	41	כל דינ דנשׁקיכונ כסא דמיא בלחוד בשׁמא דדמשׁיחא אנתונ אמינ אמר אנא לכונ דלא נובד אגרה ܀
41N	9	42	וכל מנ דנכשׁל לחד מנ הלינ זעורא דמהימנינ בי פקח הוא לה אלו רמיא הות רחיא דחמרא בצורה ושׁדא בימא ܀
41N	9	43	אנ דינ מכשׁלא לכ אידכ פסוקיה פקח הו לכ פשׁיגא דתעול לחיא או כד אית לכ תרתינ אידינ תאזל לגהנא ܀
41N	9	44	איכא דתולעהונ לא מיתא ונורהונ לא דעכא ܀
41N	9	45	ואנ רגלכ מכשׁלא לכ פסוקיה פקח הו לכ דתעול לחיא חגיסא או כד אית לכ תרתינ רגלינ תפל בגהנא ܀
41N	9	46	איכא דתולעהונ לא מיתא ונורהונ לא דעכא ܀
41N	9	47	ואנ עינכ מכשׁלא לכ חציה פקח הו לכ דבחדא עינכ תעול למלכותה דאלהא או כד אית לכ תרתינ עינינ תפל בגהנא דנורא ܀
41N	9	48	איכא דתולעהונ לא מיתא ונורהונ לא דעכא ܀
41N	9	49	כל גיר בנורא נתמלח וכל דבחתא במלחא תתמלח ܀ 50 שׁפירא הי מלחא אנ דינ מלחא תפכה במנא תתמלח תהוא בכונ מלחא ובשׁינא הוו חד עמ חד ܀
41N	9	50	 
41N	10	1	וקמ מנ תמנ ואתא לתחומא דיהוד לעברא דיורדננ ואזלו לתמנ לותה כנשׁא סגיאא ומלפ הוא להונ תוב איכ דמעד הוא ܀
41N	10	2	וקרבו פרישׁא מנסינ לה ומשׁאלינ דאנ שׁליט לגברא דנשׁבוק אנתתה ܀
41N	10	3	אמר להונ מנא פקדכונ מושׁא ܀
41N	10	4	הנונ דינ אמרינ מושׁא אפס לנ דנכתוב כתבא דשׁובקנא ונשׁרא ܀
41N	10	5	ענא ישׁוע ואמר להונ לוקבל קשׁיות לבכונ כתב לכונ פוקדנא הנא ܀
41N	10	6	מנ ברשׁית דינ דכרא ונקבתא עבד אנונ אלהא ܀
41N	10	7	מטל הנא נשׁבוק גברא לאבוהי ולאמה ונקפ לאנתתה ܀
41N	10	8	ונהוונ תריהונ חד בסר מכיל לא הוו תרינ אלא חד בסר ܀
41N	10	9	מדמ דאלהא הכיל זוג ברנשׁא לא נפרשׁ ܀
41N	10	10	ושׁאלוהי תוב תלמידוהי בביתא על הדא ܀
41N	10	11	ואמר להונ כל מנ דנשׁרא אנתתה ונסב אחרתא גאר ܀
41N	10	12	ואנ אנתתא תשׁרא בעלה ותהוא לאחרנא גירא ܀
41N	10	13	ומקרבינ הוו לה טליא דנקרוב להונ תלמידוהי דינ כאינ הוו בהלינ דמקרבינ להונ ܀
41N	10	14	ישׁוע דינ חזא ואתבאשׁ לה ואמר להונ שׁבוקו טליא אתינ לותי ולא תכלונ אנונ דדאילינ גיר דאיכ הלינ אנונ איתיה מלכותא דאלהא ܀
41N	10	15	אמינ אמר אנא לכונ דכל דלא נקבל מלכותא דאלהא איכ טליא לא נעול לה ܀
41N	10	16	ושׁקל אנונ על דרעוהי וסמ אידה עליהונ וברכ אנונ ܀
41N	10	17	וכד רדא באורחא רהט חד נפל על בורכוהי ומשׁאל הוא לה ואמר מלפנא טבא מנא אעבד דאתר חיא דלעלמ ܀
41N	10	18	אמר לה ישׁוע מנא קרא אנת לי טבא לית טבא אלא אנ חד אלהא ܀
41N	10	19	פוקדנא ידע אנת לא תגור לא תגנוב לא תקטול ולא תסהד סהדותא דגלתא לא תטלומ יקר לאבוכ ולאמכ ܀
41N	10	20	הו דינ ענא ואמר לה מלפנא הלינ כלהינ נטרת אנינ מנ טליותי ܀
41N	10	21	ישׁוע דינ חר בה ואחבה ואמר לה חדא חסירא לכ זל זבנ כל מדמ דאית לכ והב למסכנא ותהוא לכ סימתא בשׁמיא וסב צליבא ותא בתרי ܀
41N	10	22	הו דינ אתכמר במלתא הדא ואזל כד עייקא לה אית הוא לה גיר נכסא סגיאא ܀
41N	10	23	חר דינ ישׁוע בתלמידוהי ואמר להונ כמא עטלא לאילינ דאית להונ נכסא דנעלונ למלכותא דאלהא ܀
41N	10	24	תלמידא דינ מתדמרינ הוו על מלוהי וענא תוב ישׁוע ואמר להונ בני כמא עטלא לאילינ דתכילינ על נכסיהונ דנעלונ למלכותה דאלהא ܀
41N	10	25	פשׁיק הו לגמלא דנעול בחרורא דמחטא או עתירא למלכותה דאלהא למעל ܀
41N	10	26	הנונ דינ יתיראית מתדמרינ הוו ואמרינ ביניהונ מנו משׁכח למחא ܀
41N	10	27	חר דינ בהונ ישׁוע ואמר להונ לות בני אנשׁא הדא לא משׁכחא אלא לות אלהא כל מדמ גיר משׁכחא לות אלהא ܀
41N	10	28	ושׁרי כאפא למאמר הא חננ שׁבקנ כל מדמ ונקפנכ ܀
41N	10	29	ענא ישׁוע ואמר אמינ אמר אנא לכונ דלית אנשׁ דשׁבק בתא או אחא או אחותא או אבא או אמא או אנתתא או בניא או קוריא מטלתי ומטל סברתי ܀
41N	10	30	ולא נקבל חד במאא השׁא בזבנא הנא בתא ואחא ואחותא ואמהתא ובניא וקוריא עמ רדופיא ובעלמא דאתא חיא דלעלמ ܀
41N	10	31	סגיאא דינ קדמיא דנהוונ אחריא ואחריא קדמיא ܀
41N	10	32	כד סלקינ הוו דינ באורחא לאורשׁלמ הו ישׁוע קדימ הוא להונ ומתתמהינ הוו ואזלינ הוו בתרה כד דחילינ ודבר לתרעסרתה ושׁרי דנאמר להונ מדמ דעתיד דנהוא לה ܀
41N	10	33	דהא סלקינ חננ לאורשׁלמ וברה דאנשׁא משׁתלמ לרבי כהנא ולספרא ונחיבוניהי למותא ונשׁלמוניהי לעממא ܀
41N	10	34	ונבזחונ בה וננגדוניהי ונרקונ באפוהי ונקטלוניהי וליומא דתלתא נקומ ܀
41N	10	35	וקרבו לותה יעקוב ויוחננ בני זבדי ואמרינ לה מלפנא צבינ חננ דכל דנשׁאל תעבד לנ ܀
41N	10	36	אמר להונ מנא צבינ אנתונ אעבד לכונ ܀
41N	10	37	אמרינ לה הב לנ דחד נתב מנ ימינכ וחד מנ סמלכ בשׁובחכ ܀
41N	10	38	הו דינ אמר להונ לא ידעינ אנתונ מנא שׁאלינ אנתונ משׁכחינ אנתונ דתשׁתונ כסא דאנא שׁתא אנא ומעמודיתא דאנא עמד אנא תעמדונ ܀
41N	10	39	אמרינ לה משׁכחיננ אמר להונ ישׁוע כסא דשׁתא אנא תשׁתונ ומעמודיתא דעמד אנא תעמדונ ܀
41N	10	40	דתתבונ דינ מנ ימיני ומנ סמלי לא הות דילי למתל אלא לאילינ דמטיבא ܀
41N	10	41	וכד שׁמעו עסרא שׁריו רטנינ על יעקוב ויוחננ ܀
41N	10	42	וקרא אנונ ישׁוע ואמר להונ ידעינ אנתונ דאילינ דמסתברינ רשׁא דעממא מריהונ אנונ ורורבניהונ שׁליטינ עליהונ ܀
41N	10	43	לא דינ הכנא נהוא בינתכונ אלא מנ דצבא בכונ דנהוא רבא נהוא לכונ משׁמשׁנא ܀
41N	10	44	ואינא מנכונ דצבא דנהוא קדמיא נהוא עבדא דכלנשׁ ܀
41N	10	45	אפ ברה גיר דאנשׁא לא אתא דנשׁתמשׁ אלא דנשׁמשׁ ודנתל נפשׁה פורקנא חלפ סגיאא ܀
41N	10	46	ואתו לאיריחו וכד נפק ישׁוע מנ איריחו הו ותלמידוהי וכנשׁא סגיאא טימי בר טימי סמיא יתב הוא על יד אורחא וחדר ܀
41N	10	47	ושׁמע דישׁוע הו נצריא ושׁרי למקעא ולמאמר ברה דדויד אתרחמ עלי ܀
41N	10	48	וכאינ הוו בה סגיאא דנשׁתוק הו דינ יתיראית קעא הוא ואמר ברה דדויד אתרחמ עלי ܀
41N	10	49	וקמ ישׁוע ופקד דנקרוניהי וקראוהי לסמיא ואמרינ לה אתלבב קומ קרא לכ ܀
41N	10	50	הו דינ סמיא שׁדא לבשׁה וקמ אתא לות ישׁוע ܀
41N	10	51	אמר לה ישׁוע מנא צבא אנת אעבד לכ הו דינ סמיא אמר לה רבי דאחזא ܀
41N	10	52	וישׁוע אמר לה חזי הימנותכ אחיתכ ומחדא אתחזי לה ואזל הוא באורחא ܀
41N	11	1	וכד קרב לאורשׁלמ על גנב בית פגא ובית עניא לות טורא דזיתא שׁדר תרינ מנ תלמידוהי ܀
41N	11	2	ואמר להונ זלו לקריתא הי דלקובלנ ובר שׁעתה דעאלינ אנתונ לה משׁכחינ אנתונ עילא דאסיר דאנשׁ מנ בנינשׁא לא רכבה שׁרו איתאוהי ܀
41N	11	3	ואנ אנשׁ נאמר לכונ מנא עבדינ אנתונ הדא אמרו לה דלמרנ מתבעא ומחדא משׁדר לה לכא ܀
41N	11	4	ואזלו אשׁכחו עילא דאסיר על תרעא לבר בשׁוקא וכד שׁרינ לה ܀
41N	11	5	אנשׁינ מנ אילינ דקימינ אמרו להונ מנא עבדינ אנתונ דשׁרינ אנתונ עילא ܀
41N	11	6	הנונ דינ אמרו להונ איכ דפקד אנונ ישׁוע ושׁבקו אנונ ܀
41N	11	7	ואיתיוהי לעילא לות ישׁוע וארמיו עלוהי מאניהונ ורכב עלוהי ישׁוע ܀
41N	11	8	סגיאא דינ משׁוינ הוו נחתיהונ באורחא ואחרנא פסקינ הוו סוכא מנ אילנא ומשׁוינ באורחא ܀
41N	11	9	והנונ דקדמוהי והנונ דבתרה קעינ הוו ואמרינ אושׁענא בריכ הו דאתא בשׁמה דמריא ܀
41N	11	10	ובריכא הי מלכותא דאתיא דאבונ דויד אושׁענא במרומא ܀
41N	11	11	ועל ישׁוע לאורשׁלמ להיכלא וחזא כלמדמ כד הוא דינ עדנא דרמשׁא נפק לבית עניא עמ תרעסר ܀
41N	11	12	וליומא אחרנא כד נפק מנ בית עניא כפנ ܀
41N	11	13	וחזא תתא חדא מנ רוחקא דאית בה טרפא ואתא לותה דאנ נשׁכח בה מדמ וכד אתא לא אשׁכח בה אלא אנ טרפא זבנא גיר לא הוא הוא דתאנא ܀
41N	11	14	ואמר לה מכיל ולעלמ אנשׁ מנכי פארא לא נאכול ושׁמעו תלמידוהי ואתו לאורשׁלמ ܀
41N	11	15	ועל ישׁוע להיכלא דאלהא ושׁרי דנפק לאילינ דזבנינ ומזבנינ בהיכלא והפכ פתורא דמערפנא וכורסותא דהנונ דמזבנינ יונא ܀
41N	11	16	ולא שׁבק הוא דאנשׁ נעבר מאנא בגו היכלא ܀
41N	11	17	ומלפ הוא ואמר להונ לא כתיב דביתי בית צלותא נתקרא לכלהונ עממא אנתונ דינ עבדתוניהי מערתא דלסטיא ܀
